Meetjaar,WaterbeheerderCode,WaterbeheerderNaam,Namespace,Identificatie,MeetobjectCode,Omschrijving,GeometriePuntX_RD,GeometriePuntY_RD,KRWwatertypeCode,KRWwatertypeOmschrijving,WatergangCategorieCode,WatergangCategorieOmschrijving,HoortbijGeoobjectIdentificatie,Wegingsfactor,LigtInGeoobjectIdentificatie,PublicatieDatumTijd,cluster_id,cluster_prob,relevant,Naam,Grootte,Eerste aanplant,distance_m
2022,27,Waterschap De Dommel,NL27,144305,NL27_144305,EINDHOVENS KANAAL,171765.0,384822.0,M6a,Grote ondiepe kanalen zonder scheepvaart,O,Overige watergangen,NL27_244171,1.0,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,201050,NL27_201050,RWZI EINDHOVEN,163105.0,385873.0,,,O,Overige watergangen,,,,2023-06-23T10:26:21+02:00,142,0.0927261218711004,False,,,,
2022,27,Waterschap De Dommel,NL27,240011,NL27_240011,Boven Dommel,157873.0,364282.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,9,0.8923092247012774,False,,,,
2022,27,Waterschap De Dommel,NL27,240013,NL27_240013,BOVEN DOMMEL,157778.0,379239.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,131,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240014,NL27_240014,Tongelreep,161902.0,368184.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,8,0.4055891726415788,False,,,,
2022,27,Waterschap De Dommel,NL27,240015,NL27_240015,Tongelreep,161257.0,381703.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,134,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240016,NL27_240016,Hooidonkse beek,163723.0,390063.0,M1a,Zoete gebufferde sloten,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,141,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240018,NL27_240018,TONGELREEP,161221.0,371105.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,70,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240020,NL27_240020,Wateraanvoerkanaal St. Oedenrode,163891.0,397713.0,M1a,Zoete gebufferde sloten,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240021,NL27_240021,BENEDEN DOMMEL,159858.0,397414.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,136,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240022,NL27_240022,AFWATERINGSKANAAL BOXTEL,151460.0,401500.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,101,0.3919375411990927,False,,,,
2022,27,Waterschap De Dommel,NL27,240023,NL27_240023,BENEDEN DOMMEL,150737.0,399670.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240025,NL27_240025,Midden- en Beneden Dommel,149008.0,408854.0,R6,Langzaam stromend riviertje op zand/klei,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,122,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240027,NL27_240027,Groote Waterloop,155618.0,398199.0,M1a,Zoete gebufferde sloten,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,120,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240028,NL27_240028,Beekse Waterloop,152928.0,405182.0,M1a,Zoete gebufferde sloten,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,118,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240031,NL27_240031,BEEKLOOP,155031.0,366198.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,52,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240034,NL27_240034,KEERSOP,155556.0,370941.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,79,0.3402950385869075,False,,,,
2022,27,Waterschap De Dommel,NL27,240035,NL27_240035,Run,156045.0,378161.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,130,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240036,NL27_240036,Keersop/Beekloop,157292.0,374900.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,78,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240037,NL27_240037,RUN,153559.0,375384.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240039,NL27_240039,FORTJELOOP,151144.0,365561.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,53,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240044,NL27_240044,STERKSELSCHE AA,169551.0,376182.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,113,1.0,True,,,,
2022,27,Waterschap De Dommel,NL27,240045,NL27_240045,Witte Loop/Peelrijt,174091.0,377399.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,30,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240047,NL27_240047,Kleine Dommel/Sterkselse Aa,165523.0,384099.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,132,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240048,NL27_240048,STERKSELSCH KANAAL,174544.0,370285.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,77,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240049,NL27_240049,RIELLOOP,169231.0,377801.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,114,1.0,True,,,,
2022,27,Waterschap De Dommel,NL27,240051,NL27_240051,BOSCHLOOP,170223.0,367610.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240053,NL27_240053,BUULDER AA,166729.0,364194.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,50,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240055,NL27_240055,STRIJPER AA,164931.0,366357.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,50,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240057,NL27_240057,Groote Aa/ Buulder Aa,168466.0,376150.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,113,0.6125963430405883,True,,,,
2022,27,Waterschap De Dommel,NL27,240058,NL27_240058,TUNGELROYSCHE BEEK,171643.0,360162.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240060,NL27_240060,Gender,154855.0,378605.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,119,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240061,NL27_240061,GENDER,159206.0,381306.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,,,,2023-06-23T10:26:21+02:00,134,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240063,NL27_240063,Ekkersrijt,162253.0,391000.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,137,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240064,NL27_240064,EKKERSRIJT,155273.0,387131.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,,,,2023-06-23T10:26:21+02:00,23,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240067,NL27_240067,GENDER,152795.0,376881.0,R3,Droogvallende langzaam stromende bovenloop op zand,,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240070,NL27_240070,GOORLOOP,144355.0,374188.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,35,0.1784399641021134,False,,,,
2022,27,Waterschap De Dommel,NL27,240071,NL27_240071,KOEVERTSCHE LOOP,148809.0,396945.0,M1a,Zoete gebufferde sloten,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,109,0.7599958598915,False,,,,
2022,27,Waterschap De Dommel,NL27,240081,NL27_240081,Kleine Beerze,146257.0,385922.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,14,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240082,NL27_240082,GROOTE BEERZE,144864.0,375802.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,35,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240083,NL27_240083,GROOTE BEERZE,143640.0,384797.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,39,0.3056533409593234,False,,,,
2022,27,Waterschap De Dommel,NL27,240087,NL27_240087,Groote Beerze,149201.0,397760.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,109,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240088,NL27_240088,KLEINE AA (BOXTEL),148190.0,399428.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,108,1.0,True,,,,
2022,27,Waterschap De Dommel,NL27,240089,NL27_240089,GROOTE BEERZE,143998.0,378330.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,35,0.1495585343668671,False,,,,
2022,27,Waterschap De Dommel,NL27,240090,NL27_240090,KNUISTENKOEPELLOOP,150508.0,397520.0,R3,Droogvallende langzaam stromende bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,109,0.969731410157698,False,,,,
2022,27,Waterschap De Dommel,NL27,240091,NL27_240091,Rosep,145085.0,399908.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,126,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240092,NL27_240092,ESSCHE STROOM,145026.0,400200.0,R6,Langzaam stromend riviertje op zand/klei,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,126,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240100,NL27_240100,VAARTLOOP,137340.0,370105.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240102,NL27_240102,REUSEL,138008.0,381192.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,128,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240103,NL27_240103,REUSEL,140842.0,387730.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,115,0.3425916197734397,False,,,,
2022,27,Waterschap De Dommel,NL27,240104,NL27_240104,Spruitenstroompje/ Roodloop,139268.0,390634.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,106,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240105,NL27_240105,Reusel/Raamsloop/Achterste Stroom,141654.0,397694.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240108,NL27_240108,RAAMSLOOP,138746.0,379729.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,123,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240109,NL27_240109,REUSEL,138514.0,376155.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240111,NL27_240111,ROVERTSCHE LEIJ,133527.0,386980.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240113,NL27_240113,Nieuwe Leij-Pop.L-Rov.L-Voorstestroom,130410.0,388744.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,47,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240116,NL27_240116,Nieuwe Leij-Pop.L-Rov.L-Voorstestroom,135980.0,395544.0,R5,Langzaam stromende middenloop/benedenloop op zand,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,21,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240119,NL27_240119,VOORSTE STROOM (BENEDEN WILHELMINAKANAAL),141960.0,398953.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,127,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240120,NL27_240120,ZANDLEIJ,135353.0,402756.0,M1a,Zoete gebufferde sloten,,,,,,2023-06-23T10:26:21+02:00,11,0.7446809696156678,False,,,,
2022,27,Waterschap De Dommel,NL27,240123,NL27_240123,RAAMSE LOOP,143661.0,404906.0,M1a,Zoete gebufferde sloten,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,99,0.1222285376632691,False,,,,
2022,27,Waterschap De Dommel,NL27,240127,NL27_240127,ZANDLEIJ,141484.0,405492.0,M1a,Zoete gebufferde sloten,,,,,,2023-06-23T10:26:21+02:00,100,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240128,NL27_240128,Zandleij,143511.0,408182.0,M1a,Zoete gebufferde sloten,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,83,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240129,NL27_240129,Broekleij,145780.0,407481.0,M1a,Zoete gebufferde sloten,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,84,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,240130,NL27_240130,HOOIDONKSCHE BEEK,167784.0,385366.0,M1a,Zoete gebufferde sloten,,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241011,NL27_241011,EINDERGATLOOP,154621.0,360810.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,,,,2023-06-23T10:26:21+02:00,6,0.0984001932946082,False,,,,
2022,27,Waterschap De Dommel,NL27,241012,NL27_241012,EINDERGATLOOP,157283.0,360567.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,,,,2023-06-23T10:26:21+02:00,6,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241015,NL27_241015,BOVEN DOMMEL,157455.0,360368.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,6,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241016,NL27_241016,BOVEN DOMMEL,163383.0,386006.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,142,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241017,NL27_241017,BOVEN DOMMEL,163524.0,386644.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,142,0.0404530561006938,False,,,,
2022,27,Waterschap De Dommel,NL27,241018,NL27_241018,BENEDEN DOMMEL,162718.0,391341.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,137,0.3089696958958953,False,,,,
2022,27,Waterschap De Dommel,NL27,241019,NL27_241019,BENEDEN DOMMEL,157686.0,397257.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,135,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241100,NL27_241100,STRIJPER AA,166370.0,372100.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,68,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241101,NL27_241101,BUULDER AA,168650.0,370741.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,86,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241103,NL27_241103,OUDE STRIJPER AA,165332.0,368987.0,R3,Droogvallende langzaam stromende bovenloop op zand,,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241104,NL27_241104,GROOTE WATERLOOP,153623.0,396173.0,M1a,Zoete gebufferde sloten,,,,,,2023-06-23T10:26:21+02:00,117,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241107,NL27_241107,BEERZE,146429.0,395005.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,36,0.7516330887313878,False,,,,
2022,27,Waterschap De Dommel,NL27,241111,NL27_241111,BUULDER AA,169596.0,368903.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,85,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,241113,NL27_241113,REUSEL,140551.0,390790.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,,,,2023-06-23T10:26:21+02:00,116,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,242071,NL27_242071,BANISLOOP,147404.0,395535.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,36,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,242110,NL27_242110,RETSCHE LOOP,128460.0,384685.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,,,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,242125,NL27_242125,ZANDKANTSCHE LEIJ,136229.0,404476.0,M1a,Zoete gebufferde sloten,,,,,,2023-06-23T10:26:21+02:00,11,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,243010,NL27_243010,BOVEN DOMMEL,162721.0,385385.0,R6,Langzaam stromend riviertje op zand/klei,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,142,0.0383347615345035,False,,,,
2022,27,Waterschap De Dommel,NL27,243015,NL27_243015,BENEDEN DOMMEL,151127.0,402076.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,101,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,243017,NL27_243017,BENEDEN DOMMEL,151162.0,402446.0,R6,Langzaam stromend riviertje op zand/klei,,,,,,2023-06-23T10:26:21+02:00,101,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,243020,NL27_243020,Midden- en Beneden Dommel,152312.0,406439.0,R6,Langzaam stromend riviertje op zand/klei,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,118,0.1120753154592242,False,,,,
2022,27,Waterschap De Dommel,NL27,243090,NL27_243090,ESSCHE STROOM,145026.0,400200.0,R6,Langzaam stromend riviertje op zand/klei,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,126,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,244151,NL27_244151,Beatrixkanaal,155747.0,385717.0,M6b,Grote ondiepe kanalen met scheepvaart,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,23,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,244171,NL27_244171,Eindhovens Kanaal,165687.0,382519.0,M6a,Grote ondiepe kanalen zonder scheepvaart,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,133,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,245565,NL27_245565,Beekse Bergen,136844.0,393049.0,M20,Matig grote diepe gebufferde meren,O,Overige watergangen,,,,2023-06-23T10:26:21+02:00,28,0.5439910674590395,False,,,,
2022,27,Waterschap De Dommel,NL27,245567,NL27_245567,BEEKSE BERGEN MEER ZONE 2,137706.0,392535.0,M20,Matig grote diepe gebufferde meren,,,NL27_245565,1.0,,2023-06-23T10:26:21+02:00,27,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,249345,NL27_249345,EINDHOVENS KANAAL,162173.0,383091.0,M3,Gebufferde (regionale) kanalen,,,,,,2023-06-23T10:26:21+02:00,134,0.705869108765121,False,,,,
2022,27,Waterschap De Dommel,NL27,249943,NL27_249943,BOVEN DOMMEL,159237.0,380449.0,M3,Gebufferde (regionale) kanalen,A,Primaire watergang (categorie A),,,,2023-06-23T10:26:21+02:00,134,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250011,NL27_250011,BOVEN DOMMEL,157874.0,364277.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,NL27_240011,1.0,,2023-06-23T10:26:21+02:00,9,0.8923092247012774,False,,,,
2022,27,Waterschap De Dommel,NL27,250012,NL27_250012,BOVEN DOMMEL,158920.0,372221.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,NL27_240011,1.0,,2023-06-23T10:26:21+02:00,63,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250013,NL27_250013,"BOVEN DOMMEL_O.L. VROUWEBRUG, PARALEL AAN KEMPENSE PLASSEN",157544.4,378934.6,R5,Langzaam stromende middenloop/benedenloop op zand,,,NL27_BO_1_2,1.0,,2023-06-23T10:26:21+02:00,131,0.8445469283598616,False,,,,
2022,27,Waterschap De Dommel,NL27,250014,NL27_250014,TONGELREEP_BIJ VOETBRUGJE 2 KM BENEDENSTR. KLUIZERBRUG,162249.3,369414.3,R5,Langzaam stromende middenloop/benedenloop op zand,,,NL27_T_1_2,1.0,,2023-06-23T10:26:21+02:00,8,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250015,NL27_250015,TONGELREEP_ANTOON COOLENLAAN (BIJ ZWEMBAD),161284.8,380983.1,R5,Langzaam stromende middenloop/benedenloop op zand,,,NL27_T_1_2,1.0,,2023-06-23T10:26:21+02:00,134,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250016,NL27_250016,HOOIDONKSCHE BEEK_IN DE WEG BREUGEL-NEDERWETTEN,163739.9,390067.3,M1a,Zoete gebufferde sloten,,,NL27_SD_3_2,1.0,,2023-06-23T10:26:21+02:00,141,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250018,NL27_250018,TONGELREEP,161542.0,372273.0,R5,Langzaam stromende middenloop/benedenloop op zand,,,NL27_240014,1.0,,2023-06-23T10:26:21+02:00,69,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250021,NL27_250021,BENEDEN-DOMMEL_MEANDER HET LAAR +/- 200 M NA INSTROOM DOMMEL,160734.0,397122.0,R6,Langzaam stromend riviertje op zand/klei,,,NL99_6_BO_BE_2,1.0,,2023-06-23T10:26:21+02:00,136,0.9238834913414562,False,,,,
2022,27,Waterschap De Dommel,NL27,250023,NL27_250023,BOXTEL_OOST_TER_HOOGTE_VAN_DE_VORSENPOEL,152583.0,399238.0,R6,Langzaam stromend riviertje op zand/klei,O,Overige watergangen,,1.0,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250025,NL27_250025,BENEDEN DOMMEL_400 METER BOVENSTROOMS VISPASSAGE VUGHTERSTUW,148578.0,409928.0,R6,Langzaam stromend riviertje op zand/klei,,,NL99_6_BO_BE_2,,,2023-06-23T10:26:21+02:00,121,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250027,NL27_250027,"GROOTE WATERLOOP_RODERWEG TE LIEMPDE, BOVENSTR VAN DE BERKENLOOP",154894.1,396945.2,M1a,Zoete gebufferde sloten,,,NL27_BE_3_2,,,2023-06-23T10:26:21+02:00,117,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250028,NL27_250028,BEEKSCHE WATERLOOP_GENENBERG (WEG) TE ST.MICHIELSGESTEL,152945.2,405172.5,M1a,Zoete gebufferde sloten,,,NL27_BE_1_2,1.0,,2023-06-23T10:26:21+02:00,118,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250031,NL27_250031,BEEKLOOP,153924.0,364930.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,NL27_240036,1.0,,2023-06-23T10:26:21+02:00,52,0.3576397282805094,False,,,,
2022,27,Waterschap De Dommel,NL27,250032,NL27_250032,BEEKLOOP,156091.0,370967.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,NL27_240036,1.0,,2023-06-23T10:26:21+02:00,79,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250034,NL27_250034,KEERSOP,155530.0,370906.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,NL27_240036,1.0,,2023-06-23T10:26:21+02:00,79,0.3402950385869075,False,,,,
2022,27,Waterschap De Dommel,NL27,250035,NL27_250035,Run,156060.0,378150.0,R4a,Permanente langzaam stromende laagland bovenloop op zand,B,Secundaire watergang (categorie B),,,,2023-06-23T10:26:21+02:00,130,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250036,NL27_250036,KEERSOP_KEERSOPPERBEEMDEN TE DOMMELEN,157301.7,374279.1,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,NL27_BO_3_2,1.0,,2023-06-23T10:26:21+02:00,78,1.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250037,NL27_250037,RUN,153549.0,375379.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",O,Overige watergangen,NL27_240035,1.0,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
2022,27,Waterschap De Dommel,NL27,250040,NL27_250040,STERKSELSCHE AA_BOSJE BOVENSTROOMS STERKSELSCH KANAAL,169522.0,374150.0,R4,"Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b)",,,NL99_BRA_01_KD_2_2,1.0,,2023-06-23T10:26:21+02:00,-1,0.0,False,,,,
