Meetjaar;WaterbeheerderCode;WaterbeheerderNaam;Namespace;Identificatie;MeetobjectCode;Omschrijving;GeometriePuntX_RD;GeometriePuntY_RD;KRWwatertypeCode;KRWwatertypeOmschrijving;WatergangCategorieCode;WatergangCategorieOmschrijving;HoortbijGeoobjectIdentificatie;Wegingsfactor;LigtInGeoobjectIdentificatie;PublicatieDatumTijd
2020;25;Waterschap Brabantse Delta;NL25;100002;NL25_100002;100002;117360.0000;410180.0000;M6b;Grote ondiepe kanalen met scheepvaart;A;Primaire watergang (categorie A);;;OWL00011;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;100003;NL25_100003;100 M BO BRUG RW BREDA-GORINCHEM;119630.0000;404646.0000;M6b;Grote ondiepe kanalen met scheepvaart;A;Primaire watergang (categorie A);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;100009;NL25_100009;T.H.V. GOORSTRAAT, 150M BE.SAMENSTR.;117560.0000;407180.0000;M6b;Grote ondiepe kanalen met scheepvaart;A;Primaire watergang (categorie A);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;105102;NL25_105102;BIJ WANDELPAD VEST OOST;118713.0000;412902.0000;M11;Kleine ondiepe gebufferde plassen;C;Tertiaire watergang (categorie C);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;105103;NL25_105103;VEST ZUIDWEST VANAF VISSTEIGER;117997.0000;412453.0000;M11;Kleine ondiepe gebufferde plassen;C;Tertiaire watergang (categorie C);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;105104;NL25_105104;VEST, COMMANDEURSTRAAT;118169.0000;412443.0000;M11;Kleine ondiepe gebufferde plassen;C;Tertiaire watergang (categorie C);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;110001;NL25_110001;NABIJ AFLAATWERK WILHELMINAKANAAL;127036.0000;401240.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;110002;NL25_110002;DUIKER OUDE RIJKSWEG BREDA-TILBURG;127252.0000;397524.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;110012;NL25_110012;110012;131506.0000;395127.0000;M11;Kleine ondiepe gebufferde plassen;A;Primaire watergang (categorie A);;;OWL18772;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;110014;NL25_110014;110014;128406.0000;396075.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;OWL20293;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;110020;NL25_110020;110020;131675.0000;395577.0000;;;A;Primaire watergang (categorie A);;;OWL18802;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;110025;NL25_110025;ONLINE MEETSTATION WILHELMINAKANAAL;130675.0000;399203.0000;;;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;120001;NL25_120001;120001;124765.0000;398328.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;OWL20291;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;120003;NL25_120003;TOEGANG NOORDZIJDE;125018.0000;390150.0000;M12;Kleine ondiepe zwak gebufferde plassen (vennen);O;Overige watergangen;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;120006;NL25_120006;120006;119702.0000;400914.0000;M12;Kleine ondiepe zwak gebufferde plassen (vennen);O;Overige watergangen;;;OWL39396;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;120012;NL25_120012;120012;124667.0000;390045.0000;M12;Kleine ondiepe zwak gebufferde plassen (vennen);O;Overige watergangen;;;OWL30030;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;120017;NL25_120017;120017;119400.0000;401650.0000;M12;Kleine ondiepe zwak gebufferde plassen (vennen);O;Overige watergangen;;;OWL39395;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;120018;NL25_120018;120018;119530.0000;401400.0000;M12;Kleine ondiepe zwak gebufferde plassen (vennen);O;Overige watergangen;;;OWL39396;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;120031;NL25_120031;'T ZAND, STRAND WEST;124611.0000;390128.0000;M12;Kleine ondiepe zwak gebufferde plassen (vennen);O;Overige watergangen;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130006;NL25_130006;BO.DUIKER IN RIELS HOEFKE (ALPHEN);129410.0000;390823.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130007;NL25_130007;130007;128220.0000;388420.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;OWL20293;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;130008;NL25_130008;130008;127420.0000;388010.0000;;;A;Primaire watergang (categorie A);;;OWL19191;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;130009;NL25_130009;130009;128028.0000;387871.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;OWL20294;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;130010;NL25_130010;130010;129480.0000;389180.0000;R3;Droogvallende langzaam stromende bovenloop op zand;O;Overige watergangen;;;OWL57292;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;130022;NL25_130022;130022;130226.0000;393510.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;OWL20293;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;130023;NL25_130023;130023;129946.0000;392161.0000;M12;Kleine ondiepe zwak gebufferde plassen (vennen);O;Overige watergangen;;;OWL39880;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;130024;NL25_130024;SECTIE 1, LINKER OEVER_VAK PAARS/VIOLET;129396.0000;390885.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130025;NL25_130025;SECTIE 1, RECHTER OEVER_VAK PAARS/VIOLET;129397.0000;390885.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130026;NL25_130026;SECTIE 2, LINKER OEVER_WIT;129411.0000;390956.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130027;NL25_130027;SECTIE 2, RECHTER OEVER_WIT;129413.0000;390956.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130032;NL25_130032;SECTIE 5 LINKER OEVER_ORANJE;129447.0000;391178.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130033;NL25_130033;SECTIE 5, RECHTER OEVER_ORANJE;129450.0000;391178.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;130034;NL25_130034;BENEDENSTROOMS VD GOORSTRAAT;128227.0000;388441.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;190501;NL25_190501;190501;117647.0000;409536.0000;M3;Gebufferde (regionale) kanalen;A;Primaire watergang (categorie A);;;OWL04072;2021-06-08T16:00:00+02:00
2020;25;Waterschap Brabantse Delta;NL25;200001;NL25_200001;BRUG IN WEG DINTELOORD-HEIJNINGEN;86078.0000;406719.0000;R6;Langzaam stromend riviertje op zand/klei;A;Primaire watergang (categorie A);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;200003;NL25_200003;BRUG IN AUTOWEG ROOSENDAAL-MOERDIJK;93651.0000;402596.0000;R6;Langzaam stromend riviertje op zand/klei;A;Primaire watergang (categorie A);;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;200010;NL25_200010;BRUG LUNETSTRAAT-TRAMSINGEL;111800.0000;400240.0000;R6;Langzaam stromend riviertje op zand/klei;;;;;;2021-06-07T15:55:02+02:00
2020;25;Waterschap Brabantse Delta;NL25;200016;NL25_200016;STEIGER ZUID-WESTZIJDE;101756.0000;404620.0000;M11;Kleine ondiepe gebufferde plassen;O;Overige watergangen;;;;2021-06-07T15:55:02+02:00
