Meetjaar;WaterbeheerderCode;WaterbeheerderNaam;Namespace;Identificatie;MeetobjectCode;Omschrijving;GeometriePuntX_RD;GeometriePuntY_RD;KRWwatertypeCode;KRWwatertypeOmschrijving;WatergangCategorieCode;WatergangCategorieOmschrijving;HoortbijGeoobjectIdentificatie;Wegingsfactor;LigtInGeoobjectIdentificatie;PublicatieDatumTijd
2015;25;Waterschap Brabantse Delta;NL25;997307;NL25_997307;RAVELIJN BINNEN GEM. BERGEN OP ZOOM;78945.0000;390532.0000;;;;;;;;2021-10-13T16:27:25+02:00
2015;25;Waterschap Brabantse Delta;NL25;130028;NL25_130028;SECTIE 3, LINKER OEVER_GRIJS;129421.0000;391032.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;130029;NL25_130029;SECTIE 3, RECHTER OEVER_GRIJS;129429.0000;391032.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;130030;NL25_130030;SECTIE 4, LINKER OEVER_GROEN;129436.0000;391108.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;130031;NL25_130031;SECTIE 4, RECHTER OEVER_GROEN;129438.0000;391108.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210904;NL25_210904;STAM INGEBRACHT IN 2015;115300.0000;381955.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210905;NL25_210905;STAM 2015;115325.0000;381942.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210907;NL25_210907;STOBBE EN STAM 2015;115523.0000;381831.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210908;NL25_210908;STOBBE 2009, STOBBE EN STAM 2015;115562.0000;381784.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210909;NL25_210909;STOBBE EN STAM 2015 210909;115584.0000;381751.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210912;NL25_210912;CONTROLE: GEEN DOOD HOUT;117389.0000;380931.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210913;NL25_210913;TAK 2015 210913;115594.0000;381716.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210918;NL25_210918;STOBBE EN STAM 2015 210918;115759.0000;381673.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210919;NL25_210919;REF2 MERKSKE;117365.0000;380987.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
2015;25;Waterschap Brabantse Delta;NL25;210920;NL25_210920;REF3 MERKSKE;117217.0000;381069.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;O;Overige watergangen;;;;2023-10-16T10:12:47+02:00
