Meetjaar;WaterbeheerderCode;WaterbeheerderNaam;Namespace;Identificatie;MeetobjectCode;Omschrijving;GeometriePuntX_RD;GeometriePuntY_RD;KRWwatertypeCode;KRWwatertypeOmschrijving;WatergangCategorieCode;WatergangCategorieOmschrijving;HoortbijGeoobjectIdentificatie;Wegingsfactor;LigtInGeoobjectIdentificatie;PublicatieDatumTijd
2022;25;Waterschap Brabantse Delta;NL25;100002;NL25_100002;BRUG IN MAASROUTE;117360.0000;410180.0000;M6b;Grote ondiepe kanalen met scheepvaart;A;Primaire watergang (categorie A);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;100003;NL25_100003;100 M BO BRUG RW BREDA-GORINCHEM;119630.0000;404646.0000;M6b;Grote ondiepe kanalen met scheepvaart;A;Primaire watergang (categorie A);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;100009;NL25_100009;T.H.V. GOORSTRAAT, 150M BE.SAMENSTR.;117560.0000;407180.0000;;;A;Primaire watergang (categorie A);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;105004;NL25_105004;SCHAATSBAAN BIJ SLOTBOSSE TOREN;118600.0000;407600.0000;;;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;105102;NL25_105102;BIJ WANDELPAD VEST OOST;118713.0000;412902.0000;M11;Kleine ondiepe gebufferde plassen;B;Secundaire watergang (categorie B);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;105103;NL25_105103;VEST ZUIDWEST VANAF VISSTEIGER;117997.0000;412453.0000;M11;Kleine ondiepe gebufferde plassen;B;Secundaire watergang (categorie B);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;105104;NL25_105104;VEST, COMMANDEURSTRAAT;118169.0000;412443.0000;M11;Kleine ondiepe gebufferde plassen;B;Secundaire watergang (categorie B);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;105201;NL25_105201;VIJVER HOEK LIJSTERBESSTRAAT OMSCHOORWEG RAAMSDONKVEER;120191.0000;412027.0000;;;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110001;NL25_110001;NABIJ AFLAATWERK WILHELMINAKANAAL;127036.0000;401240.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110002;NL25_110002;DUIKER OUDE RIJKSWEG BREDA-TILBURG;127252.0000;397524.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110014;NL25_110014;OUDE LEIJ, STICHTING AMARANT TILBURG;128406.0000;396075.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;A;Primaire watergang (categorie A);;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110025;NL25_110025;ON-LINE MEETSTATION WILHELMINAKANAAL;130675.0000;399203.0000;;;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110026;NL25_110026;OUDE LEIJ - VOOR UITSTROOM BLAAK/KEISTOEP _ N A58;129529.0000;394608.0000;R19;Doorstroommoeras;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110027;NL25_110027;OUDE LEIJ - EILAND NABIJ PRIKVEN;129516.0000;394840.0000;R19;Doorstroommoeras;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110028;NL25_110028;OUDE LEIJ - DOORSTROOMMOERAS MEANDER;129332.0000;394919.0000;R19;Doorstroommoeras;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110029;NL25_110029;OUDE LEIJ- DOORSTROOMMOERAS UITSTROOM BLAAKSLOOT;129448.0000;394903.0000;R19;Doorstroommoeras;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110030;NL25_110030;OUDE LEIJ- BOSPERCEEL UITRIT VONDERPAD;129240.0000;395065.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110031;NL25_110031;OUDE LEIJ- NVO BOSPERCEEL - TWM;129036.0000;395282.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110032;NL25_110032;OUDE LEIJ - MEANDER BOSPERCEEL - TWM;128814.0000;395521.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2023-06-26T10:56:40+02:00
2022;25;Waterschap Brabantse Delta;NL25;110033;NL25_110033;OUDE LEIJ - DUIKER ZUIDKANT GILZERBAAN;128579.0000;395931.0000;R4a;Permanente langzaam stromende laagland bovenloop op zand;;;;;;2023-06-26T10:56:40+02:00
